undirected weighted
6202 5286 4172
6202 8384 18733
6202 7240 9720
6202 6632 10622
6203 3488 2321
6203 2444 15679
6203 8175 15848
6203 3482 10232
6204 1110 4786
6204 9227 11899
6204 5865 5136
6204 6844 5208
6205 6088 5812
6205 5965 16351
6205 2364 19846
6205 6335 15656
6206 7319 10097
6206 2397 11153
6206 5433 14108
6206 3296 5721
6207 302 4055
6207 6864 8516
6207 6385 8053
6207 9975 19537
6208 2995 5839
6208 5019 13065
6208 6401 9651
6208 1456 10816
6209 5475 2823
6209 1186 20241
6209 3050 12843
6209 9584 9753
6210 9795 21954
6210 8604 9871
6210 2314 18999
6210 9895 5843
6211 8267 7313
6211 9398 18062
6211 5610 11403
6211 5588 10231
6212 4925 21303
6212 7444 17711
6212 3560 14983
6212 6241 14744
6213 1961 9816
6213 644 14601
6213 7738 12922
6213 2449 7397
6214 5338 10624
6214 3412 13595
6214 9381 9199
6214 1469 15133
6215 3810 11651
6215 6135 10957
6215 5598 9050
6215 974 10733
6216 9828 10158
6216 7798 14891
6216 8600 17078
6216 3697 9281
6217 1139 5504
6217 1227 748
6217 9246 7921
6217 7697 6350
6218 8687 3039
6218 5171 6941
6218 608 13096
6218 1283 6436
6219 860 15067
6219 7730 17950
6219 3325 10964
6219 3442 4686
6220 3508 4776
6220 8573 16486
6220 1308 16329
6220 6638 4734
6221 9015 4413
6221 1387 10752
6221 7383 11456
6221 2000 7264
6222 5464 11341
6222 4244 12600
6222 471 8463
6222 8253 8470
6223 3666 2731
6223 4612 14554
6223 8644 13951
6223 4763 6607
6224 4785 15564
6224 283 14160
6224 1909 5162
6224 5750 3221
6225 2724 15960
6225 2294 6214
6225 2039 16215
6225 8856 12311
6226 859 15552
6226 726 19046
6226 6058 13638
6226 8816 12140
6227 2916 6785
6227 5316 15247
6227 9404 6305
6227 4744 15025
6228 4894 6669
6228 3677 12764
6228 9032 13724
6228 1547 8472
6229 446 2728
6229 6305 7847
6229 8983 15794
6229 7317 12004
6230 544 4082
6230 7860 5773
6230 5980 16721
6230 3372 15027
6231 4794 5980
6231 3808 13496
6231 3010 13114
6231 698 3721
6232 195 20636
6232 5685 16172
6232 7283 5163
6232 6522 17872
6233 5643 11660
6233 7817 6762
6233 2536 18086
6233 1889 20307
6234 2326 1346
6234 7001 8595
6234 8095 10923
6234 2182 8524
6235 6664 9860
6235 489 11462
6235 1060 9745
6235 5628 10075
6236 3138 20373
6236 6790 5042
6236 1306 7373
6236 7950 2087
6237 3136 3249
6237 6213 1339
6237 7274 14833
6237 2419 7192
6238 1676 9521
6238 6945 10048
6238 3921 10258
6238 2336 7486
6239 2961 11732
6239 7804 13834
6239 7114 8511
6239 1417 4900
6240 8829 9353
6240 2273 9526
6240 7907 10462
6240 7706 5327
6241 6845 14586
6241 7424 10730
6241 9513 15708
6241 2916 5001
6242 1472 12908
6242 2371 14856
6242 2709 11114
6242 4853 9858
6243 8097 8587
6243 9277 10752
6243 6769 11595
6243 198 5797
6244 5121 11667
6244 6015 13301
6244 3958 10213
6244 422 18561
6245 4138 5620
6245 1586 6682
6245 8849 13271
6245 1815 18479
6246 3902 7340
6246 4156 13195
6246 8950 6546
6246 6052 7595
6247 4718 7586
6247 5700 14651
6247 2575 14577
6247 421 15397
6248 3375 11490
6248 2036 18029
6248 4384 7713
6248 3862 14525
6249 1263 4407
6249 152 14709
6249 6475 8439
6249 4862 14503
6250 1720 13632
6250 9595 11782
6250 1952 5941
6250 4627 10522
6251 6608 4740
6251 4769 7871
6251 6281 11463
6251 9727 9987
6252 9376 10174
6252 4302 5349
6252 9395 6346
6252 5447 9984
6253 4824 18114
6253 8464 13397
6253 1562 15251
6253 4157 4235
6254 2713 8107
6254 6079 10831
6254 4811 12957
6254 4015 511
6255 2724 10641
6255 5489 5065
6255 8812 14422
6255 8558 8299
6256 2937 6592
6256 9257 14563
6256 3792 4889
6256 1687 16855
6257 8701 13714
6257 8923 14131
6257 355 14305
6257 4952 20337
6258 377 11949
6258 4946 8198
6258 5413 6127
6258 649 12330
6259 2967 10998
6259 4432 17874
6259 3356 22947
6259 9576 13201
6260 3424 13826
6260 6209 18663
6260 2462 18404
6260 6899 15902
6261 1004 10507
6261 252 7156
6261 8718 9742
6261 7518 8016
6262 5221 7311
6262 1146 8720
6262 1470 5020
6262 8475 6536
6263 8422 10195
6263 3781 5109
6263 227 11152
6263 7493 6731
6264 5918 5728
6264 4353 19503
6264 8418 13493
6264 406 3316
6265 7640 17785
6265 9875 14779
6265 6190 11797
6265 8271 12707
6266 3481 6162
6266 4318 18938
6266 9824 12674
6266 366 16109
6267 1372 8939
6267 2001 7562
6267 9340 8666
6267 3816 7764
6268 9297 17598
6268 9507 7306
6268 7187 18501
6268 6404 12538
6269 7762 1133
6269 3066 7407
6269 846 12467
6269 8892 7869
6270 251 19172
6270 5906 16191
6270 981 10323
6270 5387 14109
6271 767 3346
6271 5800 11067
6271 1814 6010
6271 5076 15266
6272 2455 4283
6272 9801 3672
6272 8598 11886
6272 4603 12940
6273 6767 3557
6273 547 7044
6273 7345 11794
6273 9169 1720
6274 1297 8295
6274 4426 5934
6274 6746 15637
6274 1369 4323
6275 4760 6939
6275 3844 5990
6275 1312 3509
6275 1434 11372
6276 9837 8371
6276 6653 9681
6276 6190 14198
6276 6912 18486
6277 472 9008
6277 2417 5747
6277 1970 9027
6277 9166 9532
6278 2873 10565
6278 6275 4586
6278 5153 11849
6278 4983 3562
6279 4967 7790
6279 3247 9624
6279 5549 6063
6279 5139 17841
6280 103 10387
6280 2380 8817
6280 2815 6393
6280 3980 4728
6281 3723 10598
6281 7427 18056
6281 1990 12865
6281 9525 15997
6282 3350 9413
6282 8030 6801
6282 2693 7390
6282 733 13159
6283 9666 4371
6283 3194 6859
6283 1309 6037
6283 4750 9745
6284 86 9689
6284 3515 14324
6284 1598 17414
6284 437 16586
6285 3038 10411
6285 7607 2564
6285 5546 11550
6285 7952 9054
6286 5028 3305
6286 9454 8695
6286 9814 6310
6286 5053 8021
6287 3298 10166
6287 1676 11343
6287 8563 16819
6287 4474 12732
6288 9354 14895
6288 4909 17265
6288 5126 17259
6288 8236 1011
6289 3109 6982
6289 2675 8007
6289 9069 8702
6289 9720 8393
6290 3101 14021
6290 9621 12589
6290 7019 982
6290 5848 3000
6291 5905 5386
6291 3706 7558
6291 6838 15429
6291 451 15461
6292 440 11036
6292 9242 4563
6292 7632 6591
6292 4283 10294
6293 1822 20812
6293 4026 10168
6293 6936 22705
6293 6912 3320
6294 2731 8235
6294 2834 10702
6294 7673 21252
6294 7935 16852
6295 29 7451
6295 4984 8955
6295 345 16008
6295 8754 14535
6296 3761 3661
6296 7706 7427
6296 8249 6733
6296 1565 11021
6297 7254 7156
6297 7363 2535
6297 9148 4284
6297 820 14328
6298 7500 1777
6298 2224 9491
6298 6575 3542
6298 7027 1728
6299 9414 9204
6299 4562 13698
6299 4815 4306
6299 8178 5888
6300 3423 10868
6300 321 9658
6300 6555 18968
6300 2038 11729
6301 7941 9967
6301 3393 2313
6301 2507 8653
6301 5049 13975
6302 3428 10737
6302 6475 12508
6302 9922 13078
6302 6271 15432
6303 9849 4618
6303 6239 11845
6303 3630 9830
6303 5843 4496
6304 1317 2868
6304 7765 11526
6304 8019 5722
6304 237 13175
6305 6950 12081
6305 5500 16590
6305 1611 12676
6305 8890 2484
6306 1692 19487
6306 297 3763
6306 8484 18846
6306 5757 9152
6307 7865 3636
6307 4398 8707
6307 3954 10065
6307 4112 7907
6308 5248 8081
6308 6829 7075
6308 2004 6185
6308 925 7678
6309 6306 15675
6309 2554 4469
6309 6633 9982
6309 6911 4472
6310 5528 6451
6310 7409 2525
6310 5516 5283
6310 6124 4707
6311 6204 16986
6311 468 6607
6311 6619 11450
6311 2188 14791
6312 3934 6146
6312 970 6628
6312 9836 14054
6312 1097 4082
6313 9930 16005
6313 5925 8529
6313 6293 6072
6313 255 11827
6314 1760 7498
6314 6689 1280
6314 7618 14493
6314 5802 1708
6315 7715 3257
6315 7676 5366
6315 2833 6227
6315 7565 4635
6316 4112 10063
6316 8043 5048
6316 2905 5651
6316 7344 9509
6317 96 3538
6317 6573 15734
6317 3602 12194
6317 1082 1750
6318 6397 4975
6318 5980 11535
6318 1457 14399
6318 7468 4355
6319 602 9166
6319 1562 4411
6319 6206 7560
6319 1741 8497
6320 1326 22875
6320 2381 14615
6320 2794 5865
6320 831 9397
6321 4871 12676
6321 395 8163
6321 4558 15648
6321 4750 2191
6322 9629 18780
6322 2939 1359
6322 5535 12697
6322 8520 2507
6323 666 10960
6323 6709 5302
6323 5225 4851
6323 4155 14288
6324 3502 5362
6324 5713 3829
6324 1016 14613
6324 7902 9415
6325 6763 10207
6325 8010 10479
6325 6785 15462
6325 8296 13260
6326 8756 3748
6326 7881 14732
6326 9156 19595
6326 6917 8736
6327 8593 7101
6327 8833 4810
6327 3129 11445
6327 4675 3367
6328 7776 2025
6328 6833 8941
6328 8201 8706
6328 8256 10246
6329 5046 14666
6329 7452 13101
6329 3176 17809
6329 3956 19363
6330 9179 12715
6330 8234 19409
6330 61 13527
6330 119 12567
6331 6519 15505
6331 6434 8908
6331 9403 10691
6331 1708 7440
6332 6492 3340
6332 9340 3057
6332 8330 11267
6332 1310 16715
6333 8689 5807
6333 2243 13029
6333 4595 4546
6333 4019 11372
6334 3581 16675
6334 3492 9660
6334 4411 10180
6334 8273 14507
6335 6385 5601
6335 5966 9827
6335 40 15395
6335 6723 13601
6336 631 10718
6336 6732 13370
6336 7850 14729
6336 4500 11365
6337 9783 6160
6337 2988 16728
6337 9365 12374
6337 7155 10326
6338 4738 10677
6338 8197 13326
6338 2066 4756
6338 6298 9346
6339 977 4294
6339 414 5608
6339 5680 5644
6339 6312 4827
6340 7175 14953
6340 8803 21069
6340 5512 10508
6340 5686 22007
6341 4311 17538
6341 7198 7015
6341 3662 13278
6341 4887 4393
6342 4815 8457
6342 3061 6719
6342 2951 14770
6342 8144 11177
6343 4771 8787
6343 7291 12673
6343 8657 13026
6343 2505 18284
6344 9129 10806
6344 1982 11289
6344 273 19140
6344 9563 5132
6345 1140 9002
6345 5214 15862
6345 154 15106
6345 3356 17557
6346 911 17748
6346 9421 7792
6346 4372 12743
6346 4805 5432
6347 3396 11841
6347 9485 13201
6347 141 11716
6347 6032 13392
6348 2507 3803
6348 4711 14374
6348 3672 1965
6348 1349 3660
6349 2392 8786
6349 6398 12998
6349 5769 5967
6349 2348 6596
6350 9514 14486
6350 4895 9315
6350 1092 15533
6350 8014 18835
6351 8758 11347
6351 5355 5391
6351 6539 8532
6351 7219 6124
6352 3340 3843
6352 9127 4410
6352 9134 12989
6352 4768 8863
6353 4291 9240
6353 6167 16643
6353 1012 16517
6353 4636 6359
6354 2503 10247
6354 8530 12357
6354 3020 14030
6354 8809 4561
6355 7053 18098
6355 2099 7369
6355 2443 8154
6355 9861 12168
6356 7897 11153
6356 9208 6974
6356 1031 7832
6356 3622 6679
6357 6273 8397
6357 5010 3521
6357 6097 12182
6357 1219 7243
6358 8853 5847
6358 4989 13426
6358 9612 11265
6358 1588 17376
6359 4680 6490
6359 2904 12432
6359 9284 11111
6359 2464 10299
6360 141 11655
6360 4519 11375
6360 5461 16836
6360 8995 8536
6361 3899 4371
6361 5860 5695
6361 1572 5965
6361 5591 10194
6362 8974 18280
6362 6617 13553
6362 5257 6584
6362 9884 14479
6363 5296 26248
6363 6840 13489
6363 3616 16439
6363 160 18750
6364 4642 5849
6364 9432 14940
6364 4335 1669
6364 7240 19286
6365 7976 9692
6365 4137 6457
6365 825 5446
6365 6578 15818
6366 4173 14655
6366 436 1793
6366 3525 10719
6366 6241 14583
6367 9468 4026
6367 6210 18735
6367 8309 11871
6367 3054 8122
6368 6921 9661
6368 8077 15019
6368 8086 12516
6368 2730 6712
6369 4606 4633
6369 7523 11307
6369 3045 4234
6369 4019 12141
6370 8120 3115
6370 4011 9109
6370 9747 5237
6370 2236 12833
6371 7910 6844
6371 5170 4776
6371 8279 5991
6371 7250 9542
6372 5613 7183
6372 393 7914
6372 298 5213
6372 7931 8995
6373 1834 18820
6373 2549 17826
6373 8680 13645
6373 7629 10157
6374 9778 11592
6374 4858 4471
6374 2918 6565
6374 7347 13990
6375 37 6930
6375 3528 13502
6375 7331 8028
6375 781 8158
6376 8478 5257
6376 6180 6539
6376 6996 13263
6376 3016 3914
6377 1839 6608
6377 934 11654
6377 2733 12806
6377 6960 10347
6378 8997 4007
6378 886 14858
6378 7527 8268
6378 5262 12853
6379 5018 3665
6379 4140 10998
6379 3495 7788
6379 6808 13680
6380 6201 13239
6380 215 15385
6380 4932 11332
6380 9273 12481
6381 8582 6437
6381 943 7704
6381 8867 8330
6381 5645 2370
6382 5210 5682
6382 2303 4703
6382 6848 6519
6382 1085 13330
6383 7229 10730
6383 4361 2925
6383 837 4822
6383 7529 7041
6384 3590 14085
6384 6365 3715
6384 6530 8339
6384 8292 14580
6385 5442 7902
6385 9215 8577
6385 6802 6960
6385 4102 8040
6386 6733 14841
6386 6329 17944
6386 1270 16978
6386 9123 17782
6387 3741 13387
6387 5654 7953
6387 6673 5085
6387 4040 2343
6388 6687 19332
6388 3882 19259
6388 443 9376
6388 8324 9407
6389 6112 17079
6389 2814 15816
6389 1539 12125
6389 176 3682
6390 4669 12921
6390 6078 14448
6390 1695 11052
6390 5280 15209
6391 1394 9844
6391 2149 2628
6391 5399 13746
6391 1315 8684
6392 7118 19659
6392 6893 15039
6392 2687 23337
6392 1260 18189
6393 5270 15934
6393 5446 17884
6393 6080 14868
6393 8641 8589
6394 2680 19404
6394 7203 2324
6394 1386 14624
6394 1907 14868
6395 3273 5194
6395 5569 13416
6395 5380 18028
6395 1157 15621
6396 2546 3176
6396 1887 5249
6396 6989 15132
6396 5180 3694
6397 3392 5599
6397 9212 16785
6397 3619 9166
6397 7085 2730
6398 9458 4530
6398 6343 18757
6398 5657 3750
6398 2596 8465
6399 515 7120
6399 3470 10259
6399 906 15177
6399 619 3069
6400 654 18651
6400 6828 14454
6400 8077 12710
6400 1393 5078
6401 6658 3834
6401 7729 17080
6401 5409 14334
6401 6373 1444
6402 2434 7107
6402 5866 11590
6402 1057 18746
6402 1163 10531
6403 1237 11434
6403 9702 10686
6403 5445 16005
6403 6241 15783
6404 7519 7707
6404 4164 17511
6404 1172 15214
6404 4579 19792
6405 2783 6827
6405 2406 11624
6405 2931 14219
6405 4898 1265
6406 4356 3394
6406 2778 14823
6406 927 15039
6406 301 3073
6407 8648 13316
6407 3714 2233
6407 2857 13500
6407 8111 15493
6408 6957 5751
6408 6973 5452
6408 2185 5018
6408 8241 4919
6409 6339 6014
6409 1885 19446
6409 1614 9082
6409 7413 17023
6410 9089 4635
6410 4991 14610
6410 4380 10515
6410 161 13366
6411 5165 6522
6411 2591 5610
6411 3185 15974
6411 1575 17629
6412 5345 8464
6412 9116 5671
6412 1288 12782
6412 5460 6833
6413 550 13202
6413 173 12531
6413 6874 4749
6413 1609 4216
6414 3689 13830
6414 3465 10862
6414 5009 20594
6414 4702 15057
6415 9776 14677
6415 2853 16687
6415 2328 9764
6415 1592 10420
6416 9845 8342
6416 7448 18310
6416 2636 11308
6416 5972 7550
6417 5589 8052
6417 3905 6689
6417 3343 13538
6417 2394 8710
6418 4684 11175
6418 9514 7438
6418 338 13465
6418 7478 10362
6419 6700 14846
6419 3550 10467
6419 9988 12116
6419 3815 12935
6420 8446 2857
6420 4852 14429
6420 596 10293
6420 4162 12945
6421 4731 13373
6421 1194 10795
6421 4653 2978
6421 7996 3107
6422 2583 7451
6422 6885 11046
6422 1340 11966
6422 7960 3994
6423 8567 16096
6423 802 20099
6423 6246 2871
6423 1216 17896
6424 3296 8667
6424 1962 7825
6424 5833 14473
6424 4859 16201
6425 8013 10721
6425 4820 12279
6425 4341 10603
6425 6583 8425
6426 4767 16623
6426 4984 6626
6426 2336 9091
6426 2634 3376
6427 2560 10808
6427 7173 5702
6427 3811 6496
6427 6954 11559
6428 5377 6194
6428 4029 8385
6428 597 14680
6428 210 12620
6429 5358 4141
6429 9835 6785
6429 5770 8016
6429 5972 16121
6430 5210 11301
6430 3871 12145
6430 907 18517
6430 6664 3215
6431 771 15782
6431 6546 18140
6431 4712 3822
6431 986 4689
6432 5316 766
6432 9278 18318
6432 45 9615
6432 6931 10668
6433 560 5283
6433 797 11342
6433 2905 4520
6433 7716 15393
6434 7805 6173
6434 3945 11952
6434 4663 19510
6434 8472 15161
6435 6545 7654
6435 3508 15209
6435 2303 13609
6435 6830 17323
6436 8331 10282
6436 3023 13358
6436 5377 6159
6436 4168 18994
6437 9121 4783
6437 2534 18263
6437 9644 11781
6437 7679 10227
6438 3912 16612
6438 718 5111
6438 2157 20204
6438 1517 4362
6439 6484 7449
6439 2542 10903
6439 2159 14783
6439 8638 9061
6440 9670 6609
6440 1424 15072
6440 7562 9805
6440 4486 10532
6441 6030 16316
6441 1732 12160
6441 5753 10937
6441 6456 12066
6442 4616 17790
6442 1979 8382
6442 6117 11141
6442 7027 6615
6443 6161 9386
6443 8459 16156
6443 21 14405
6443 71 14812
6444 7110 11331
6444 2675 7756
6444 9762 11323
6444 1725 8244
6445 5075 7826
6445 2584 14779
6445 6066 15153
6445 4163 13977
6446 659 11676
6446 2613 3374
6446 3195 11766
6446 4902 13090
6447 2163 12042
6447 1710 3612
6447 1473 3858
6447 7876 5160
6448 3569 6180
6448 4700 14733
6448 5236 12767
6448 8263 5460
6449 1006 3156
6449 9176 17458
6449 1878 17071
6449 1707 18045
6450 3901 12706
6450 2155 9759
6450 8549 3870
6450 8847 11719
6451 5095 10451
6451 3934 9894
6451 5820 1664
6451 5272 9726
6452 7132 10627
6452 6150 16825
6452 9385 1028
6452 9733 8095
6453 828 2993
6453 1216 12348
6453 368 16692
6453 3779 17025
6454 6416 10621
6454 8230 7124
6454 3463 10910
6454 2627 13203
6455 1434 8857
6455 3176 4750
6455 4155 16100
6455 5243 18542
6456 1108 2091
6456 7338 9688
6456 545 13635
6456 4350 7010
6457 8148 5799
6457 2328 9319
6457 5492 6923
6457 9419 9044
6458 6106 7615
6458 7937 7596
6458 4971 15574
6458 869 14431
6459 2091 12849
6459 5048 7183
6459 7084 7255
6459 6592 10575
6460 4617 12391
6460 1528 13517
6460 1393 17939
6460 7985 16003
6461 6397 13992
6461 9473 17097
6461 5869 10533
6461 3597 4420
6462 9781 7100
6462 651 9348
6462 3166 18296
6462 8583 10010
6463 8350 10346
6463 3857 17992
6463 5900 4122
6463 9603 15904
6464 7661 17465
6464 3132 15860
6464 7559 11710
6464 1725 11781
6465 1700 10181
6465 5268 1822
6465 2297 6473
6465 2667 7215
6466 2191 16397
6466 1222 12152
6466 381 10342
6466 7033 10768
6467 1555 14414
6467 4959 14492
6467 9995 16490
6467 4657 16215
6468 5789 5541
6468 6939 9110
6468 6259 11972
6468 4865 8085
6469 7563 11599
6469 9417 22365
6469 6261 8319
6469 5001 3301
6470 7379 9949
6470 5299 3305
6470 2770 7647
6470 6771 9066
6471 3109 2444
6471 9137 3494
6471 4895 6717
6471 2176 8998
6472 6845 11343
6472 553 8832
6472 5293 14510
6472 3831 10661
6473 9536 12097
6473 9046 8062
6473 3431 10765
6473 7683 3875
6474 8406 19200
6474 6599 6253
6474 2340 17506
6474 812 3426
6475 5136 4668
6475 7913 11761
6475 7390 9824
6475 4893 10667
6476 1849 14646
6476 7103 9151
6476 1004 9271
6476 6872 16917
6477 3100 9969
6477 1102 12320
6477 2220 14818
6477 2264 9299
6478 4648 8395
6478 9449 12833
6478 3081 17151
6478 1722 18447
6479 5377 10000
6479 7510 10131
6479 3085 10455
6479 4405 3361
6480 2084 1807
6480 6904 6687
6480 2657 5232
6480 7032 9117
6481 1456 5978
6481 5474 5099
6481 28 8483
6481 8421 6844
6482 8447 15284
6482 869 13612
6482 3692 16068
6482 9865 11011
6483 4477 8129
6483 8530 4993
6483 1609 5310
6483 8960 5824
6484 6378 7877
6484 1933 4649
6484 848 9968
6484 6628 4632
6485 6253 15534
6485 131 8939
6485 7036 15509
6485 2362 13920
6486 5790 6257
6486 7601 3437
6486 6227 16626
6486 3931 5657
6487 4307 15412
6487 9176 6861
6487 1753 14658
6487 6991 5187
6488 9250 15901
6488 8504 13706
6488 1275 15653
6488 5514 2402
6489 8434 12798
6489 3438 9879
6489 9416 12442
6489 7586 12378
6490 4603 14571
6490 553 8773
6490 3384 5412
6490 1516 7712
6491 5559 15868
6491 7783 11103
6491 2531 5335
6491 6261 9166
6492 1013 12491
6492 7149 5132
6492 7566 6355
6492 1327 1225
6493 629 13853
6493 8901 3729
6493 421 17439
6493 393 6533
6494 6590 11367
6494 9293 20043
6494 4920 4640
6494 657 20304
6495 3824 14604
6495 1882 12870
6495 6695 16179
6495 4235 5924
6496 3806 11098
6496 2921 11849
6496 3644 15290
6496 7646 17431
6497 9880 8343
6497 3839 3819
6497 1997 13034
6497 6284 7599
6498 9862 12329
6498 8319 7298
6498 3246 12744
6498 3257 16358
6499 3580 15508
6499 4751 17951
6499 8853 8949
6499 7096 15097
6500 1013 6929
6500 1170 13330
6500 4808 10139
6500 7425 6833
6501 8646 1245
6501 4659 6141
6501 7140 10934
6501 1030 8266
6502 5496 19328
6502 7008 7941
6502 8796 12364
6502 4508 15333
6503 3816 5678
6503 5094 5301
6503 6420 17968
6503 2826 15641
6504 1023 9063
6504 3802 11525
6504 4513 6391
6504 3475 4455
6505 2301 4370
6505 421 7662
6505 2856 6243
6505 6984 5787
6506 1381 14884
6506 3733 3862
6506 2958 11494
6506 721 13290
6507 6112 16091
6507 7183 10157
6507 6622 7182
6507 880 13321
6508 400 8675
6508 2621 8687
6508 2021 8361
6508 7526 13987
6509 254 6897
6509 6204 11320
6509 9047 15326
6509 8454 14035
6510 7911 6374
6510 452 3789
6510 4792 12075
6510 7336 7118
6511 2633 8317
6511 5416 19779
6511 7704 19247
6511 2063 8603
6512 3189 9693
6512 5399 4315
6512 9229 5229
6512 1344 9535
6513 1877 9551
6513 5120 7794
6513 8111 9457
6513 3449 6262
6514 1801 14268
6514 2315 12997
6514 5841 13151
6514 5871 14851
6515 7420 7392
6515 4783 19148
6515 1290 14367
6515 2020 16238
6516 4384 17255
6516 6672 14386
6516 2294 16123
6516 8454 13248
6517 3576 11916
6517 1999 4320
6517 946 20802
6517 7255 1833
6518 7629 12228
6518 8669 10525
6518 4440 9033
6518 1098 12012
6519 532 10733
6519 7636 23403
6519 517 23134
6519 8911 15944
6520 1690 4343
6520 4284 16820
6520 1083 6389
6520 9408 11991
6521 2666 6642
6521 9041 5792
6521 7942 840
6521 6030 5414
6522 3263 13613
6522 4941 8894
6522 8765 8310
6522 5360 22544
6523 7302 2790
6523 8828 8569
6523 7998 10390
6523 6919 7221
6524 581 18561
6524 7254 12012
6524 2781 12656
6524 2376 13068
6525 6639 6475
6525 1538 4058
6525 318 11171
6525 6818 11519
6526 6990 5232
6526 7317 14394
6526 7169 10850
6526 232 6660
6527 8974 16685
6527 4020 12353
6527 3783 7218
6527 2866 4729
6528 817 6486
6528 5153 10364
6528 1107 20563
6528 552 12891
6529 1363 14061
6529 2833 5190
6529 8967 3502
6529 4918 13161
6530 4603 7006
6530 2504 7090
6530 3369 5997
6530 810 7105
6531 2175 14726
6531 5002 6583
6531 4539 12449
6531 105 3862
6532 1538 6670
6532 1757 15495
6532 1044 7076
6532 9389 12220
6533 4213 6952
6533 2411 8684
6533 7607 7664
6533 7084 2474
6534 7926 17261
6534 9276 8754
6534 8792 11552
6534 3734 8019
6535 7525 12309
6535 1514 11540
6535 3174 5435
6535 6090 15125
6536 7854 9122
6536 5346 16861
6536 1079 10243
6536 5291 15068
6537 9968 11617
6537 9653 10342
6537 7951 17717
6537 2229 6539
6538 9569 11885
6538 9636 18578
6538 6700 15035
6538 9902 4761
6539 6154 6727
6539 6607 13325
6539 5434 16336
6539 5315 15941
6540 1451 6770
6540 2538 14682
6540 6931 6947
6540 231 1968
6541 6590 10788
6541 3956 7031
6541 7841 5954
6541 7622 14861
6542 1132 4593
6542 7463 13200
6542 9251 9999
6542 1760 8352
6543 637 4826
6543 9890 12094
6543 8926 18357
6543 8347 12085
6544 1482 10683
6544 1030 16384
6544 3151 13208
6544 2751 8801
6545 3495 1566
6545 9375 17572
6545 8659 7804
6545 9632 17374
6546 772 20121
6546 7296 6752
6546 2109 11253
6546 6895 10693
6547 164 14520
6547 6916 6194
6547 9947 9345
6547 3972 7758
6548 2561 14192
6548 2539 7257
6548 3703 9283
6548 4158 7685
6549 691 14168
6549 2420 16223
6549 968 10129
6549 2715 12137
6550 4901 8012
6550 9882 3745
6550 2287 16696
6550 8204 4806
6551 7135 5481
6551 7923 15402
6551 2152 16948
6551 7810 13461
6552 9352 15339
6552 4753 6172
6552 7972 18977
6552 3945 6212
6553 9114 1186
6553 2378 8209
6553 5704 5877
6553 9771 7242
6554 5553 12962
6554 2658 7413
6554 7610 8999
6554 650 8838
6555 9804 12456
6555 5765 13708
6555 7364 23643
6555 8163 15572
6556 1969 21074
6556 9374 21042
6556 3640 22663
6556 6813 19025
6557 6477 8235
6557 3125 5310
6557 9084 15722
6557 7166 12533
6558 1506 2377
6558 2341 15134
6558 5101 4009
6558 8314 13376
6559 4901 11550
6559 9240 5520
6559 2 12165
6559 462 16871
6560 1242 10645
6560 9525 12566
6560 9916 10650
6560 4724 11286
6561 2401 8706
6561 6917 2818
6561 9160 8697
6561 6305 3265
6562 1858 6741
6562 6237 4916
6562 8470 4054
6562 4882 16436
6563 7041 4884
6563 684 15228
6563 8120 12544
6563 7677 5086
6564 7891 14875
6564 786 14384
6564 9325 12634
6564 8805 16990
6565 8840 8715
6565 1638 9913
6565 9152 3920
6565 2673 6102
6566 4871 9119
6566 2278 7157
6566 3025 5572
6566 8214 3093
6567 808 13966
6567 813 13619
6567 4381 8066
6567 6999 2855
6568 2608 13854
6568 5089 17576
6568 8864 5845
6568 6582 3110
6569 9804 12476
6569 4280 17153
6569 9196 18548
6569 450 1756
6570 1794 10965
6570 1852 8567
6570 8006 11022
6570 8373 15981
6571 8438 18934
6571 6691 20751
6571 8456 19269
6571 3412 16457
6572 4508 6931
6572 4325 12443
6572 8661 4611
6572 2810 15905
6573 9074 13315
6573 4495 15530
6573 9104 18153
6573 5193 16672
6574 808 11259
6574 8975 169
6574 2750 1315
6574 4401 14313
6575 4333 14612
6575 8777 14710
6575 7568 7871
6575 7615 2916
6576 2855 13394
6576 3443 6036
6576 1621 11837
6576 4150 10915
6577 8186 3643
6577 9522 5454
6577 9848 4436
6577 844 5640
6578 199 9643
6578 7904 7897
6578 9063 8617
6578 466 10458
6579 4384 22488
6579 7123 9241
6579 9509 9966
6579 2279 15970
6580 4546 6823
6580 2001 4135
6580 3709 13845
6580 8823 1335
6581 8455 13011
6581 299 5980
6581 1396 9301
6581 7729 12039
6582 4238 11070
6582 3615 12627
6582 9650 12081
6582 6062 14446
6583 101 7401
6583 79 16959
6583 3658 11507
6583 2083 8447
6584 8629 8716
6584 7609 7781
6584 3264 6903
6584 3715 11629
6585 7704 13183
6585 1260 10177
6585 2379 3413
6585 8442 7492
6586 1022 9768
6586 3922 15785
6586 3251 2361
6586 5381 3623
6587 7611 13989
6587 7577 7438
6587 1257 13107
6587 1451 10386
6588 4068 10696
6588 5193 5016
6588 6325 22727
6588 2695 15621
6589 9995 14370
6589 8400 9474
6589 1180 5870
6589 570 17373
6590 2057 17374
6590 8613 12887
6590 1561 4206
6590 9766 14206
6591 4073 6867
6591 6330 14016
6591 2224 22823
6591 4466 10482
6592 4224 16587
6592 1611 7858
6592 1488 1039
6592 7844 2562
6593 6509 1097
6593 6151 11450
6593 3224 17873
6593 4095 4998
6594 2209 4274
6594 51 6217
6594 8787 5220
6594 8867 13489
