directed weighted
450 743 16
973 75 11
120 223 12
82 527 16
3 619 43
16 831 13
176 864 0
391 689 6
382 424 5
504 836 4
999 76 13
496 351 5
301 812 19
812 138 24
666 533 2
614 304 9
147 545 10
728 814 18
13 871 11
285 244 7
65 919 9
709 958 5
917 722 13
370 527 12
551 444 8
327 57 22
703 796 10
573 482 23
990 350 2
58 332 20
405 290 11
967 375 7
93 440 1
385 658 4
629 318 7
539 68 10
473 841 9
674 159 15
991 879 12
216 56 33
877 146 4
624 781 4
591 626 1
161 520 11
507 41 9
45 332 24
864 393 13
727 304 10
814 37 13
305 79 6
97 301 5
174 22 10
578 871 6
746 203 10
325 593 5
599 823 6
142 542 18
987 312 9
595 983 4
1 648 69
349 1 66
472 975 10
816 228 4
897 735 8
428 786 9
284 870 3
785 999 2
649 39 25
282 205 6
875 186 3
694 488 10
619 597 5
951 940 10
516 347 13
688 36 9
991 985 2
477 857 17
742 889 5
908 930 9
605 70 0
807 488 8
564 146 5
340 605 10
950 34 39
765 554 9
948 473 3
955 168 13
831 997 12
341 35 46
656 477 3
71 927 5
323 788 6
743 331 7
607 943 2
953 476 10
509 412 1
340 583 1
241 555 6
606 651 7
249 469 5
170 289 6
840 557 7
397 998 13
39 724 22
766 310 6
366 153 5
598 806 8
410 906 12
425 862 15
512 496 37
762 238 1
631 788 7
402 546 7
673 160 4
765 122 8
859 673 7
912 611 21
211 980 3
56 483 32
115 433 11
982 295 4
547 637 10
895 214 4
432 626 2
604 218 8
944 882 10
320 450 17
284 878 4
688 785 10
486 729 2
729 562 23
963 650 9
571 964 6
879 296 10
236 880 2
299 90 -1
535 79 1
271 439 3
548 1001 12
359 850 12
477 886 7
354 658 6
637 600 13
114 707 12
477 951 10
199 979 30
554 4 22
269 277 18
541 998 9
932 859 1
38 753 19
859 234 9
786 351 8
690 524 6
91 972 7
177 892 11
463 603 7
419 887 17
801 336 6
8 507 24
497 284 38
261 696 1
710 67 9
672 674 7
22 3 47
949 662 7
90 797 14
164 880 10
343 573 21
502 892 11
724 200 2
723 694 4
209 615 8
34 739 36
417 674 11
392 833 11
640 803 8
518 920 14
892 988 9
474 680 11
204 38 18
912 767 23
1000 277 12
902 598 17
518 311 19
599 588 22
745 175 8
692 442 4
815 968 10
988 328 1
508 839 2
919 839 12
250 133 11
243 817 5
320 975 8
498 672 11
923 611 2
185 121 11
325 240 1
672 602 11
710 536 11
183 103 12
934 380 6
19 596 38
342 583 3
701 588 24
406 567 9
194 966 11
764 25 6
652 394 31
997 378 11
967 716 14
248 235 1
137 481 17
889 237 8
298 432 7
993 982 -1
74 284 3
103 319 11
140 734 5
247 666 15
404 762 5
465 732 6
242 1002 27
1002 614 9
340 67 7
650 19 47
233 934 3
736 68 9
271 80 2
128 612 8
989 946 11
226 462 9
219 586 5
495 657 6
760 378 11
390 750 13
443 55 16
889 123 7
386 903 23
491 857 24
699 405 9
891 5 4
835 814 9
218 435 3
327 212 37
907 294 20
34 865 39
655 622 10
890 357 10
515 882 2
47 795 16
771 377 40
131 733 7
399 959 3
70 302 24
446 940 9
833 202 11
783 218 7
318 187 5
66 821 11
705 656 8
417 341 -1
407 22 63
308 557 17
433 367 8
956 429 0
293 1003 12
840 456 11
378 621 21
586 752 13
239 154 10
460 723 2
603 973 6
814 365 17
955 64 6
344 287 63
180 564 6
292 212 42
477 884 1
160 480 3
31 790 10
747 333 11
737 330 22
629 956 4
199 479 27
106 515 7
441 399 3
588 996 16
563 180 16
362 828 25
760 819 13
813 734 21
975 201 10
591 326 3
132 944 12
115 627 11
706 795 8
348 34 40
406 177 15
792 147 3
911 958 7
406 935 9
882 949 4
470 49 10
270 124 12
787 371 1
591 810 3
850 547 7
829 775 0
174 805 4
799 337 1
572 686 4
75 821 11
27 342 37
63 122 6
762 9 11
408 770 2
152 544 68
205 741 10
381 990 8
220 546 8
308 564 17
141 562 14
895 896 10
389 733 8
511 742 25
1002 933 9
774 743 24
66 819 6
65 656 6
533 145 6
388 945 13
145 538 7
683 233 7
461 370 7
466 85 23
222 874 7
813 391 18
402 552 4
391 987 10
710 1006 2
332 384 6
678 810 6
916 415 2
756 578 1
553 627 11
892 96 14
750 810 10
834 595 4
852 2 68
383 392 8
530 531 5
156 783 16
629 573 24
451 66 5
807 351 9
813 594 16
528 839 11
127 379 2
450 665 11
19 221 43
298 502 10
503 233 1
756 15 39
245 527 19
355 171 4
858 354 3
778 154 4
137 736 19
733 634 0
648 406 14
930 378 10
308 949 24
763 384 3
529 974 4
846 741 9
103 12 64
653 940 3
547 561 10
279 788 21
842 252 28
819 654 7
630 85 21
214 660 3
453 766 15
770 182 1
124 133 17
826 672 12
153 868 9
166 57 27
698 59 4
262 709 16
503 650 7
338 659 3
594 538 7
214 486 0
212 855 43
432 928 8
676 641 6
249 516 19
255 552 6
298 691 13
171 403 4
479 716 4
234 921 9
455 773 8
947 819 4
7 1005 49
794 627 0
901 52 20
347 26 46
645 65 5
94 929 15
46 250 13
544 604 4
593 348 9
991 165 11
864 62 4
291 502 12
997 886 8
895 874 3
37 440 6
191 159 1
746 30 9
555 389 6
354 433 2
940 943 11
354 807 9
823 160 9
757 263 2
619 861 7
290 840 10
967 392 5
589 184 5
903 556 5
557 559 15
105 353 34
30 314 4
762 346 2
13 309 13
322 841 8
744 938 18
56 667 32
380 45 30
512 105 45
382 364 14
187 243 6
318 188 2
172 184 8
299 349 11
965 552 0
82 91 6
871 933 8
565 194 10
180 15 39
583 303 11
531 685 9
333 489 19
486 524 7
954 58 18
443 616 6
123 721 11
892 450 11
624 517 13
79 214 6
438 857 16
194 130 9
554 496 9
129 713 25
72 4 28
98 899 18
924 558 19
579 749 12
244 306 10
897 72 11
8 733 17
280 470 5
698 794 1
577 147 9
960 242 26
972 559 7
658 544 9
387 562 15
435 426 8
437 159 10
943 386 20
633 367 4
599 695 8
790 805 4
842 133 22
446 818 4
465 167 58
252 935 14
538 34 40
264 152 69
987 560 3
819 700 4
991 775 6
174 198 12
246 565 12
515 226 8
368 755 11
209 492 19
909 317 8
699 897 10
42 722 43
658 830 6
881 635 5
924 824 2
175 438 6
262 514 20
173 821 5
762 678 9
218 443 11
775 82 4
994 454 6
401 879 9
502 696 6
824 755 8
70 787 6
247 815 5
924 293 6
404 755 3
176 51 7
599 804 5
664 784 15
874 976 3
552 727 10
251 461 14
768 496 5
421 728 11
456 992 10
388 296 12
944 16 9
878 943 4
71 368 11
25 323 13
410 229 13
231 526 14
989 637 3
285 637 8
992 156 15
725 668 6
230 595 8
32 231 15
635 161 13
334 69 13
505 530 9
498 946 15
800 436 4
75 137 20
68 26 42
530 649 4
525 139 7
752 634 8
294 174 8
578 742 4
141 491 7
86 934 26
346 464 10
434 623 29
528 804 9
115 790 5
850 319 7
636 910 4
335 811 11
427 443 3
867 297 -1
911 490 7
518 590 10
46 881 7
500 348 6
195 617 16
399 884 6
367 618 39
631 992 11
526 351 1
807 185 6
270 338 5
268 307 6
602 218 8
546 247 8
833 373 13
23 18 42
45 254 26
224 506 14
923 12 59
118 831 10
200 260 11
125 412 6
201 779 12
852 562 19
530 562 13
778 906 15
295 297 10
958 705 10
229 570 11
588 459 15
882 87 6
35 611 39
607 190 10
545 750 13
72 637 5
403 854 9
703 823 7
162 147 10
823 232 20
308 904 21
925 905 13
617 656 16
225 340 6
934 947 1
592 606 7
603 171 6
897 891 11
8 797 19
727 526 4
613 906 11
875 62 8
808 355 11
148 785 11
175 580 9
20 366 62
545 225 10
498 13 16
615 748 1
194 645 13
790 298 4
744 306 19
86 909 28
433 485 3
812 549 21
712 611 15
312 576 3
830 265 10
411 463 10
482 298 3
677 307 4
246 113 7
791 23 2
700 205 13
599 751 10
828 383 29
476 676 9
44 238 15
743 438 12
864 890 4
560 2 65
279 857 16
268 154 10
597 255 10
759 560 6
12 963 68
295 171 9
761 345 8
994 990 3
961 643 0
351 407 61
781 639 7
686 946 19
172 552 1
900 187 6
839 314 9
646 744 18
24 71 5
496 511 22
31 418 7
336 919 7
121 434 23
4 70 27
153 547 7
558 252 15
421 813 25
457 779 9
556 604 7
1001 900 7
750 712 6
581 633 3
721 365 6
586 125 2
132 671 12
206 883 2
890 860 4
209 822 8
634 62 8
846 450 11
4 944 31
742 958 8
473 65 11
585 276 15
303 453 16
682 705 4
124 900 7
810 853 7
357 928 9
175 974 6
928 719 7
919 668 15
793 262 10
96 570 2
51 20 60
924 89 19
457 182 5
583 188 10
407 493 64
886 58 25
960 89 9
283 96 5
663 347 32
729 936 5
45 627 27
651 970 8
24 1 73
169 648 7
111 679 5
156 109 14
73 416 17
375 237 7
589 102 0
216 130 6
709 904 9
859 536 19
232 742 17
421 708 5
398 565 6
319 23 9
438 909 3
424 421 12
202 571 9
315 264 10
435 894 11
899 718 7
220 638 13
672 511 23
769 498 11
427 932 1
67 487 5
27 654 29
140 388 10
344 426 2
926 143 1
805 338 5
416 914 5
224 95 6
674 685 14
608 657 2
945 364 12
80 406 14
887 308 19
75 412 9
449 364 8
537 306 6
581 198 3
306 448 7
689 365 5
753 833 5
562 165 17
662 668 7
726 487 2
1004 201 10
993 643 3
800 34 34
930 217 7
445 279 17
902 865 20
494 167 58
651 621 31
564 134 5
436 297 3
956 88 3
544 680 3
68 208 26
509 70 6
364 776 14
201 232 20
458 970 2
586 174 6
890 868 3
594 639 5
394 654 34
265 379 12
289 339 5
94 441 8
512 984 37
130 598 -1
917 563 14
595 503 0
64 561 0
847 611 3
277 648 11
8 122 16
188 597 3
148 720 2
319 166 6
920 771 9
30 867 10
286 339 5
843 5 7
671 572 4
554 128 13
941 457 11
863 49 9
485 129 7
476 928 5
1001 917 12
518 936 16
525 932 1
911 805 1
247 675 10
656 838 32
519 805 -1
118 508 8
368 308 16
374 573 19
969 341 5
402 814 11
665 698 6
23 259 9
142 598 16
184 208 25
819 972 9
232 523 20
59 518 16
235 317 9
902 862 15
670 564 8
856 571 2
561 199 28
589 349 11
725 8 22
994 366 3
245 559 18
808 781 14
729 602 11
129 476 5
878 21 19
657 253 2
722 539 1
872 355 8
713 346 25
685 628 9
21 644 23
480 253 10
160 784 10
734 982 11
988 145 4
473 712 11
946 639 16
850 95 13
150 731 19
647 379 18
566 853 15
935 399 8
471 6 32
972 523 7
908 354 5
743 241 14
987 927 7
402 978 11
19 400 44
192 174 5
260 94 13
732 521 12
45 115 26
377 585 45
951 120 7
227 66 8
54 353 5
811 602 17
105 497 38
160 131 1
498 938 8
1002 728 9
987 309 4
379 416 5
675 849 6
550 722 7
45 828 32
804 751 2
241 812 25
393 514 13
553 672 14
549 957 8
116 202 16
26 773 47
895 73 18
628 822 6
422 914 34
5 594 4
499 382 14
55 737 19
82 1003 8
103 620 10
666 121 16
66 149 10
150 490 10
883 215 9
865 950 -1
6 752 32
443 587 1
905 354 9
837 778 5
252 906 20
103 609 14
634 403 12
608 234 12
178 405 15
412 349 6
698 40 24
241 214 7
831 868 8
321 975 10
554 571 8
376 360 4
117 652 10
248 489 19
106 427 3
107 162 17
580 375 7
845 7 46
753 277 6
324 550 9
724 927 11
18 12 65
323 158 -1
932 669 8
144 378 8
79 947 10
433 638 4
445 854 10
309 551 8
99 402 8
364 873 14
855 5 6
17 385 18
492 103 15
405 143 12
832 958 7
223 574 10
247 450 18
156 639 12
7 118 46
831 864 13
293 484 16
761 912 21
650 662 7
26 878 44
878 810 9
778 921 9
752 132 7
189 195 2
357 503 11
916 496 5
159 941 7
31 469 5
465 479 10
744 31 18
864 423 25
766 758 24
923 239 7
361 725 2
644 98 23
746 702 -1
142 989 20
240 523 5
6 69 39
976 311 9
467 860 3
597 196 13
565 390 9
767 27 31
260 32 14
120 94 2
749 369 10
394 483 30
600 930 11
871 196 11
538 669 9
213 833 6
472 122 16
908 562 21
223 628 12
504 709 8
959 225 12
107 137 23
233 55 21
706 57 29
665 91 8
525 423 19
535 286 6
670 172 4
147 63 10
193 917 9
467 401 7
76 1002 14
312 1006 12
359 572 13
789 989 10
174 52 20
890 545 9
635 45 30
54 217 14
586 467 4
242 499 21
298 134 11
721 866 -2
193 306 13
108 238 5
216 250 8
714 696 4
831 501 9
300 909 3
493 709 12
536 707 18
278 524 8
295 769 15
653 612 6
374 185 12
373 813 15
133 573 19
8 837 22
132 423 25
19 373 39
47 429 10
765 201 6
204 577 16
472 798 16
459 319 4
11 101 75
397 623 7
148 202 12
275 853 3
963 150 13
11 608 70
76 899 6
678 1 73
519 797 6
431 190 6
683 1002 1
956 334 5
622 703 6
754 830 11
788 521 0
822 922 7
248 885 5
371 334 9
646 25 7
14 270 34
381 126 10
838 981 26
716 522 7
609 39 25
425 398 8
411 310 12
796 22 6
789 763 11
461 366 3
833 207 14
184 37 5
34 920 36
574 930 3
833 20 64
586 899 2
756 55 25
834 746 5
741 143 6
811 790 13
522 594 11
50 673 23
231 42 39
932 521 7
537 885 8
874 50 16
843 62 12
265 452 12
521 1005 7
677 736 3
23 204 26
526 608 9
624 603 11
963 234 7
835 56 25
903 479 3
232 717 18
799 981 9
860 352 10
474 444 8
302 137 19
37 995 7
551 421 6
580 626 9
345 47 2
236 587 3
411 454 5
902 471 17
8 953 23
266 717 8
541 158 7
931 79 5
934 768 5
253 172 3
188 290 6
285 779 -1
35 17 37
56 797 25
91 319 7
674 818 15
285 761 5
869 662 12
173 867 10
861 800 4
693 746 5
114 492 12
611 60 18
7 831 47
230 823 8
302 189 27
199 640 29
950 481 1
588 923 21
572 973 5
515 468 7
16 796 15
78 681 16
548 795 8
717 345 13
237 83 9
958 567 6
665 248 8
18 647 40
815 468 7
283 291 3
847 924 3
373 375 3
507 273 42
49 843 1
30 906 13
230 656 3
91 252 19
46 102 7
18 397 46
274 512 45
880 296 6
925 868 6
276 558 15
227 915 8
537 986 11
50 549 25
604 599 3
358 544 4
201 88 6
798 143 2
93 965 0
279 972 20
666 430 6
919 124 13
243 202 0
295 509 8
66 340 2
307 541 2
316 285 20
533 234 7
177 733 3
425 773 5
581 277 3
556 640 7
347 938 5
660 7 49
645 599 8
440 283 0
126 956 6
359 617 11
793 984 12
64 290 3
84 980 12
550 465 11
59 629 6
109 930 10
473 773 7
295 20 58
334 298 6
810 988 8
661 430 9
861 555 6
516 830 14
543 855 6
868 821 2
849 225 6
573 540 28
345 409 10
363 727 11
97 89 9
725 601 3
450 337 19
482 948 7
574 32 5
681 326 10
915 80 12
160 600 11
72 768 4
642 375 14
501 73 19
349 535 6
329 908 2
964 575 5
515 553 8
904 883 9
938 895 3
685 356 8
279 333 16
466 899 4
191 819 4
208 921 21
380 162 7
887 428 22
110 460 12
322 186 12
917 527 17
514 639 13
783 1000 8
2 312 64
321 493 20
818 875 9
878 180 2
117 175 4
709 395 11
799 577 1
851 605 1
24 956 13
239 804 12
67 52 24
773 746 9
541 19 40
578 17 18
641 973 6
175 398 7
696 273 47
98 682 21
510 298 -1
271 528 10
786 820 6
946 132 14
50 655 21
215 727 5
651 321 7
303 916 7
406 283 17
543 489 27
819 554 12
843 962 2
707 172 6
940 277 6
449 608 8
820 356 17
108 437 3
645 816 5
382 578 2
109 530 3
111 446 7
431 492 17
755 116 15
850 492 16
968 489 23
330 337 9
561 158 6
466 935 11
808 287 62
897 541 3
782 594 4
642 193 4
254 25 5
361 408 7
557 31 15
99 226 8
157 123 10
640 506 18
462 447 4
62 683 12
355 110 7
195 963 6
100 725 7
73 245 21
680 706 12
215 920 9
660 423 23
892 254 15
614 306 9
239 583 5
549 471 13
103 449 3
18 223 48
983 266 9
797 60 20
357 380 15
532 366 4
936 360 9
383 424 7
346 95 7
163 748 6
370 677 9
808 718 14
999 100 5
130 589 11
189 133 8
705 566 11
661 962 7
320 616 10
626 268 3
93 787 10
810 26 43
497 953 39
370 914 8
556 136 8
515 236 7
838 827 24
673 479 8
99 535 3
173 946 10
196 701 12
496 83 12
788 437 5
249 384 1
59 299 6
739 328 4
288 805 2
890 573 19
951 394 34
710 446 3
143 608 2
430 385 9
399 9 17
783 462 3
806 78 8
627 582 10
681 57 27
164 596 16
762 506 9
536 231 15
386 20 59
655 757 17
34 250 31
33 195 39
347 309 1
707 817 7
1000 939 6
789 980 4
58 18 50
242 306 23
211 521 5
444 304 8
470 405 7
558 406 11
675 65 12
386 857 25
41 359 8
23 299 8
892 458 13
169 246 8
161 215 11
516 438 10
174 959 11
393 357 10
43 74 6
73 75 21
700 293 9
295 327 8
705 367 3
153 815 9
183 96 18
378 925 8
30 1005 12
179 64 1
463 350 8
397 196 5
225 933 10
768 255 5
548 172 17
492 764 10
651 485 4
784 714 5
637 282 3
892 276 9
724 766 5
563 268 9
684 663 27
450 818 15
107 192 19
282 987 2
353 270 1
505 546 10
461 718 4
495 992 4
871 377 44
55 194 16
923 30 8
314 203 7
485 284 7
638 312 8
751 292 8
670 771 9
317 654 11
35 223 46
665 753 1
903 212 36
10 819 23
947 986 12
819 675 4
907 678 11
197 245 13
657 734 8
496 299 1
886 24 11
90 405 12
242 437 25
575 253 2
87 912 19
594 871 13
400 268 12
574 787 8
1005 450 11
42 254 39
721 166 9
123 879 9
140 425 3
11 25 69
288 873 6
539 218 5
720 510 10
933 709 7
742 965 1
804 66 4
153 495 10
766 330 4
917 315 5
417 536 18
307 240 10
125 737 22
98 997 23
200 130 2
586 659 1
429 658 3
323 547 11
721 525 10
622 355 -2
622 240 5
232 696 16
248 488 4
637 234 5
557 685 12
985 426 11
63 131 10
974 803 12
854 329 9
991 993 7
832 11 71
127 365 9
81 651 9
533 477 0
113 851 3
165 1006 2
63 822 11
561 103 13
678 889 3
653 364 5
873 23 13
183 458 17
701 551 3
95 160 10
434 224 20
860 542 6
217 262 18
461 113 11
945 905 9
423 604 20
526 698 7
106 54 14
661 787 9
353 593 1
901 944 10
175 24 12
267 859 29
322 766 11
673 506 18
294 88 12
374 227 9
973 955 3
581 823 15
494 638 3
590 714 5
539 939 11
900 657 11
548 145 9
866 470 12
255 923 4
892 891 14
551 220 2
465 1002 7
951 34 35
101 111 2
111 701 10
994 946 14
405 402 8
720 747 2
213 598 10
883 580 15
51 273 42
565 83 4
755 20 67
260 630 17
469 363 8
331 570 6
698 562 18
583 507 2
383 957 11
747 931 9
795 799 11
996 473 6
480 14 30
168 198 10
544 628 1
522 260 15
899 340 5
925 683 10
937 124 11
310 116 10
61 24 15
23 138 7
555 191 5
304 548 13
577 190 6
147 983 10
372 367 5
312 590 5
454 169 4
830 796 5
804 437 11
30 255 7
625 867 7
76 70 9
841 382 11
873 466 8
113 317 5
239 893 5
975 433 4
37 385 9
761 895 4
970 754 4
616 944 8
845 731 8
533 445 3
497 90 37
136 541 6
522 798 1
95 904 3
672 803 8
17 65 23
682 606 4
578 543 4
98 137 23
173 401 9
797 706 8
193 312 3
866 759 7
399 650 11
242 636 25
862 563 23
416 569 10
737 632 18
93 774 15
804 1004 1
886 885 0
352 262 10
410 36 14
495 758 23
504 234 6
64 788 3
46 766 8
57 999 20
605 980 1
940 971 5
533 554 4
997 642 14
664 438 12
468 741 14
731 559 12
316 932 16
950 352 14
834 197 11
775 315 11
536 719 12
867 332 11
79 491 10
687 389 6
599 932 0
302 727 20
495 613 6
458 742 8
375 682 6
782 807 12
179 45 31
526 198 6
727 916 3
62 155 5
812 646 19
201 136 6
556 258 12
671 143 8
455 689 9
339 847 3
953 294 7
173 332 8
677 845 9
545 131 7
317 109 6
249 585 17
814 914 9
108 684 1
756 923 7
466 52 23
329 1005 7
676 508 8
120 472 13
267 628 28
485 523 10
583 122 5
623 447 8
863 156 17
471 141 4
384 435 1
277 989 1
855 676 3
441 256 12
82 777 30
848 363 7
946 241 12
754 522 5
763 856 4
750 433 11
268 756 3
299 75 9
840 846 3
788 748 8
798 557 15
262 41 17
868 847 1
538 202 9
619 9 11
805 966 16
418 792 0
115 687 4
585 45 28
486 8 18
545 923 10
766 1002 2
399 149 10
437 469 4
89 642 12
144 238 11
303 635 6
637 138 3
95 995 3
789 918 2
825 321 3
128 891 0
222 572 3
505 881 12
453 875 10
595 691 9
688 70 3
969 574 10
30 768 9
671 83 11
61 467 21
99 377 41
581 400 9
175 541 4
206 544 4
852 126 5
449 804 3
531 156 11
397 11 69
926 938 4
941 149 8
158 129 10
87 78 10
335 620 11
538 381 2
935 545 5
73 656 16
545 733 9
882 1005 4
151 782 21
617 890 13
373 705 10
65 292 5
722 966 16
698 678 6
638 665 8
682 402 7
907 358 12
635 291 11
696 4 29
37 354 8
624 328 11
858 732 3
469 714 7
42 853 38
853 273 45
859 315 7
239 368 13
343 373 5
4 491 32
242 785 21
617 879 13
469 461 0
774 662 23
483 887 20
188 346 9
118 714 11
981 275 2
310 804 12
895 719 9
346 403 5
236 283 7
108 165 4
548 490 11
588 732 16
992 702 4
495 11 68
273 877 45
150 558 11
834 227 14
451 977 1
310 498 8
679 252 20
697 662 8
853 243 7
129 983 9
770 409 6
647 983 16
676 669 11
675 209 6
573 128 26
1000 969 4
895 865 10
11 174 74
786 171 2
419 774 21
200 895 4
94 62 14
994 659 5
915 316 13
329 998 12
787 752 11
202 376 12
243 735 15
881 281 7
18 751 47
371 80 9
141 810 8
994 153 8
968 606 12
89 192 13
813 277 23
146 316 17
179 108 0
365 645 8
665 205 4
258 870 6
133 64 8
413 1005 21
830 953 11
345 298 7
409 641 3
219 180 10
372 245 19
876 107 21
833 435 12
672 252 15
85 112 15
115 204 23
996 730 10
292 974 8
613 705 2
723 913 6
786 196 2
361 508 3
963 130 10
560 94 4
103 210 7
848 990 3
908 121 12
1000 258 6
323 436 11
659 328 8
558 873 15
863 981 3
368 343 1
203 509 7
293 403 14
817 667 6
115 683 3
18 588 42
515 426 1
635 382 4
114 30 6
56 729 33
972 976 9
82 484 11
283 288 4
946 570 19
144 437 10
697 894 3
80 513 5
531 900 11
886 442 7
623 122 12
748 30 4
884 580 8
517 417 10
385 446 5
692 301 12
507 935 7
765 308 17
872 55 24
1000 867 6
900 565 6
782 137 22
931 718 2
587 734 2
224 206 10
831 31 13
703 699 2
844 892 14
985 129 7
856 204 17
326 56 26
180 138 3
854 728 2
962 264 5
444 783 4
883 419 2
457 987 10
434 539 25
583 941 8
79 36 9
120 261 4
200 60 19
669 855 10
259 808 9
400 508 9
137 920 16
436 373 13
194 815 8
768 215 12
474 884 7
152 187 72
654 252 23
162 562 13
1005 199 32
979 832 10
605 818 5
882 843 7
172 386 16
844 695 13
823 806 14
557 884 7
460 749 6
35 694 45
746 915 8
904 885 3
347 42 35
875 300 6
134 410 11
246 753 8
272 563 20
666 857 24
761 534 5
105 249 28
746 409 4
253 647 20
707 490 6
820 842 23
360 432 2
195 484 9
367 205 5
719 397 12
129 507 0
752 108 14
861 319 7
849 610 10
114 949 6
157 897 2
413 215 20
736 592 1
935 301 6
160 247 6
825 705 4
690 57 25
827 137 26
531 346 8
463 92 54
158 197 9
49 864 10
761 232 20
323 891 11
91 498 12
611 562 22
243 916 4
72 302 23
407 69 69
244 341 3
106 303 8
559 811 16
512 828 36
253 839 11
642 489 27
879 421 2
57 26 47
595 806 9
786 746 9
405 55 16
406 557 7
594 65 10
289 57 22
809 846 13
351 929 7
684 391 6
688 805 2
347 607 1
716 457 5
966 286 8
780 422 36
103 124 12
106 669 5
489 249 24
945 331 2
715 691 4
539 322 6
494 543 1
524 135 10
558 804 12
408 641 11
23 409 7
680 479 5
448 456 10
796 404 11
917 965 10
861 220 9
333 608 13
467 745 5
468 195 4
859 837 6
522 326 8
146 655 17
527 530 13
129 411 3
447 149 9
757 558 15
166 865 10
439 194 12
636 900 2
163 418 7
816 411 3
952 755 3
16 201 13
839 396 13
224 692 3
817 920 7
776 470 2
1 837 71
253 239 12
12 327 67
270 667 10
892 731 8
521 725 0
109 872 11
742 619 1
186 118 10
673 916 12
167 97 62
656 894 8
186 470 7
725 357 8
711 332 -1
279 751 17
200 332 12
295 797 9
169 274 26
835 830 3
282 268 5
473 501 9
20 486 65
843 271 1
227 501 10
553 335 11
146 57 25
666 962 4
681 278 6
359 735 6
775 899 8
534 239 11
242 439 27
825 306 15
1005 789 9
655 780 18
493 79 16
540 967 11
832 534 8
205 994 7
950 119 10
655 810 12
853 655 14
550 1005 10
223 415 6
45 689 25
620 825 4
105 689 26
958 765 2
296 238 9
873 444 8
895 557 8
993 174 7
584 96 7
245 940 19
734 10 26
818 447 12
691 42 42
313 275 3
751 193 6
807 738 6
124 861 10
751 344 1
488 815 2
446 475 6
717 387 10
199 995 36
932 155 9
51 768 7
23 419 1
194 673 7
728 672 9
11 886 67
607 816 8
661 453 9
660 421 7
211 749 9
727 505 5
291 36 7
713 448 32
703 889 1
771 247 11
16 298 16
597 999 4
857 496 17
687 79 9
223 769 16
16 221 14
624 453 16
395 859 10
405 669 15
266 365 10
399 499 21
391 73 15
233 599 1
279 843 23
717 275 12
105 901 26
292 888 4
517 874 16
141 529 6
283 646 5
731 969 6
393 240 10
983 151 17
737 875 20
952 192 6
597 859 6
585 594 11
793 703 5
606 126 12
179 548 8
613 822 6
790 789 6
409 95 7
54 858 11
745 506 10
687 263 12
768 461 8
858 276 6
390 291 13
150 882 12
549 877 4
652 574 9
664 231 24
391 772 17
519 612 10
541 409 2
993 821 4
764 476 9
349 764 3
247 573 28
763 779 10
415 19 39
190 995 10
702 631 16
131 146 0
705 351 5
318 906 21
511 789 25
641 385 9
996 259 10
252 668 23
524 319 9
531 610 2
987 805 12
80 749 10
164 100 11
751 991 3
615 862 21
499 66 16
79 869 9
3 463 47
497 747 38
514 865 15
987 163 5
118 392 13
574 692 5
51 564 15
774 4 30
697 960 3
448 171 9
495 362 16
49 601 12
220 640 8
457 3 38
403 675 3
909 801 7
286 457 10
69 21 26
990 85 20
615 551 2
979 680 11
179 380 7
108 23 1
374 898 18
143 131 2
98 925 27
685 39 24
995 944 9
489 700 21
648 910 12
405 25 8
139 195 7
698 682 11
790 300 5
236 723 5
376 577 8
978 436 2
866 921 8
953 626 6
456 126 1
103 296 10
989 897 7
897 253 2
229 914 18
939 1 73
430 129 7
288 99 4
21 857 26
599 822 0
704 455 12
628 402 5
698 228 7
650 434 30
238 844 11
650 485 7
753 10 21
94 247 9
993 641 12
988 860 7
990 577 1
865 546 4
394 6 40
738 979 10
814 56 33
773 201 9
703 642 6
545 514 21
402 695 9
986 495 3
225 69 7
514 675 21
731 665 6
747 72 9
345 703 8
483 672 7
697 943 7
961 1005 3
967 357 9
616 168 17
649 502 1
946 962 14
815 524 10
40 767 16
472 661 9
672 985 4
857 509 23
863 386 15
369 497 35
843 771 9
834 304 2
453 296 10
932 96 0
976 41 6
387 558 13
565 417 11
524 445 1
681 73 21
317 214 6
972 949 9
667 287 59
964 776 0
693 651 5
762 834 3
590 118 9
883 66 11
228 17 18
430 357 8
734 23 1
714 52 23
570 917 10
407 152 76
397 590 6
527 201 8
318 907 13
349 294 12
903 908 7
673 242 18
443 216 10
631 154 7
199 444 35
307 32 7
20 734 63
722 960 -1
869 307 5
467 919 7
530 417 6
893 164 8
723 136 0
275 442 7
23 489 28
448 530 11
52 355 24
210 1 66
226 252 19
106 778 8
166 193 0
627 278 10
859 84 17
802 37 3
10 512 46
117 776 2
174 184 5
569 255 9
887 485 26
796 50 19
425 991 7
700 242 23
555 165 6
1000 259 10
298 350 5
854 313 8
513 299 2
666 515 2
41 166 2
147 962 5
236 238 8
856 61 21
322 994 3
858 560 8
242 576 26
522 128 9
902 885 22
920 655 10
752 206 15
606 797 12
693 395 7
416 183 13
1005 981 11
217 403 10
881 147 7
36 422 35
858 228 5
620 910 10
438 514 21
680 286 9
412 79 10
150 77 38
1000 3 43
969 263 9
656 95 1
921 991 5
25 567 8
16 356 11
247 193 12
309 686 1
795 833 17
493 71 18
1006 112 16
30 69 11
194 736 6
615 240 -1
135 423 19
373 374 19
149 515 2
865 309 6
892 677 14
774 937 21
384 401 3
655 650 10
547 186 8
